time,portPktIn,portPktOut,qSize,label
0,792884.0,791848.0,1036,6
1,1269892.0,1250001.0,20927,6
2,1188787.0,1209714.0,0,6
3,1205958.0,1205958.0,0,6
4,1203504.0,1203504.0,0,6
5,1214304.0,1177008.0,37296,6
6,1284652.0,1249902.0,72046,6
7,1240221.0,1249310.0,62957,6
8,1215083.0,1250068.0,27972,6
9,1302275.0,1249034.0,81213,6
10,1247737.0,1249727.0,79223,6
11,1203600.0,1249782.0,33041,6
12,1240783.0,1225824.0,48000,6
13,1220234.0,1249866.0,18368,6
14,1084208.0,1102576.0,0,6
15,991537.0,991537.0,0,6
16,1015490.0,1015490.0,0,6
17,750495.0,750495.0,0,6
18,1202019.0,1148147.0,53872,6
19,1174238.0,1221894.0,6216,6
20,1046751.0,1052967.0,0,6
21,1083735.0,1046439.0,37296,6
22,1231008.0,1234116.0,34188,6
23,1277725.0,1249711.0,62202,6
24,1251991.0,1249142.0,65051,6
25,1242634.0,1250245.0,57440,6
26,1231540.0,1249612.0,39368,6
27,1290380.0,1249855.0,79893,6
28,1196016.0,1248768.0,27141,6
29,1238579.0,1250180.0,15540,6
30,1162417.0,1177957.0,0,6
31,1171032.0,1105351.0,65681,6
32,1191421.0,1249717.0,7385,6
33,1263735.0,1250400.0,20720,6
34,1271924.0,1249132.0,43512,6
35,1211653.0,1242733.0,12432,6
36,1269736.0,1249369.0,32799,6
37,1156255.0,1136517.0,52537,6
38,1264025.0,1249847.0,66715,6
39,1188558.0,1249057.0,6216,6
40,1219393.0,1221465.0,4144,6
41,1240039.0,1237279.0,6904,6
42,1238338.0,1245242.0,0,6
43,269558.0,269558.0,0,6
44,625058.0,625058.0,0,6
45,243070.0,238926.0,4144,6
46,1293080.0,1249676.0,47548,6
47,1034989.0,1071953.0,10584,6
48,1060512.0,1066952.0,4144,6
49,1258744.0,1249420.0,13468,6
50,1177534.0,1177365.0,13637,6
51,1249056.0,1249894.0,12799,6
52,1310852.0,1249467.0,74184,6
53,1233602.0,1249729.0,58057,6
54,1275986.0,1249524.0,84519,6
55,1209852.0,1249637.0,44734,6
56,1356573.0,1250088.0,151219,6
57,1103338.0,1245233.0,9324,6
58,1305771.0,1249979.0,65116,6
59,1246550.0,1249293.0,62373,6
60,1267722.0,1246179.0,83916,6
61,1287698.0,1249912.0,121702,6
62,1149264.0,1212359.0,58607,6
63,1271741.0,1249437.0,80911,6
64,1285231.0,1249876.0,116266,6
65,1200990.0,1250176.0,67080,6
66,1164618.0,1231698.0,0,6
67,1314166.0,1242421.0,71745,6
68,1305423.0,1249657.0,127511,6
69,1164165.0,1249321.0,42355,6
70,1327126.0,1231031.0,138450,6
71,1093673.0,1230051.0,2072,6
72,1282214.0,1182300.0,101986,6
73,1233444.0,1248981.0,86449,6
74,1302494.0,1250209.0,138734,6
75,1213537.0,1249707.0,102564,6
76,1216965.0,1249081.0,70448,6
77,1200857.0,1188089.0,83216,6
78,1222483.0,1249189.0,56510,6
79,1265876.0,1249965.0,72421,6
80,1130850.0,1175980.0,27291,6
81,1291000.0,1218685.0,99606,6
82,1203426.0,1249806.0,53226,6
83,1153563.0,1206789.0,0,6
84,1297817.0,1155248.0,142569,6
85,1201211.0,1250054.0,93726,6
86,1259456.0,1249357.0,103825,6
87,1203712.0,1249521.0,58016,6
88,1263281.0,1249732.0,71565,6
89,1241743.0,1250350.0,62958,6
90,1168905.0,1231863.0,0,6
91,1198019.0,1121355.0,76664,6
92,1151140.0,1220552.0,7252,6
93,1312155.0,1249382.0,70025,6
94,1001662.0,1044751.0,26936,6
95,1263810.0,1249306.0,41440,6
96,1134082.0,1157910.0,17612,6
97,872927.0,890539.0,0,6
98,1049368.0,1020101.0,29267,6
99,1281131.0,1249274.0,61124,6
100,1236818.0,1250394.0,47548,6
101,1210359.0,1249215.0,8692,6
102,1278414.0,1249810.0,37296,6
103,1223682.0,1249582.0,11396,6
104,1256255.0,1246016.0,21635,6
105,1271363.0,1249955.0,43043,6
106,1309787.0,1249797.0,103033,6
107,1191707.0,1249067.0,45673,6
108,1236261.0,1249818.0,32116,6
109,1230400.0,1243794.0,18722,6
110,1283334.0,1238235.0,63821,6
111,1240871.0,1249679.0,55013,6
112,1291202.0,1249502.0,96713,6
113,1241772.0,1250275.0,88210,6
114,1190384.0,1249586.0,29008,6
115,1241768.0,1249990.0,20786,6
116,1111961.0,1132747.0,0,6
117,1256144.0,1199095.0,57049,6
118,1189341.0,1237772.0,8618,6
119,1170310.0,1107444.0,71484,6
120,1210171.0,1247467.0,34188,6
121,1161938.0,1196126.0,0,6
122,968236.0,948552.0,19684,6
123,1281472.0,1250082.0,51074,6
124,1276343.0,1248931.0,78486,6
125,1230415.0,1249564.0,59337,6
126,1075859.0,1133124.0,2072,6
127,1157059.0,1107331.0,51800,6
128,1092008.0,1137939.0,5869,6
129,863786.0,866547.0,3108,6
130,1297992.0,1249674.0,51426,6
131,1126050.0,1177476.0,0,6
132,792137.0,792137.0,0,6
133,916070.0,915034.0,1036,6
134,792471.0,793507.0,0,6
135,334589.0,334589.0,0,6
136,410143.0,410143.0,0,6
137,275225.0,269442.0,5783,6
138,277768.0,283551.0,0,6
139,281342.0,281342.0,0,6
140,1178886.0,1112331.0,66555,6
141,1189778.0,1250117.0,6216,6
142,1263275.0,1249636.0,19855,6
143,1114297.0,1134152.0,0,6
144,868938.0,868938.0,0,6
145,438385.0,438385.0,0,6
146,749315.0,716643.0,32672,6
147,1263131.0,1249473.0,46330,6
148,1262143.0,1249127.0,59346,6
149,1145738.0,1179748.0,25336,6
150,1217113.0,1222765.0,19684,6
151,1279144.0,1249864.0,48964,6
152,1224576.0,1249653.0,23887,6
153,1274461.0,1242267.0,56081,6
154,1257497.0,1250176.0,63402,6
155,1260694.0,1248924.0,75172,6
156,1206504.0,1249753.0,31923,6
157,1285920.0,1249764.0,68079,6
158,1261893.0,1249952.0,80020,6
159,1232614.0,1249544.0,63090,6
160,1263328.0,1249785.0,76633,6
161,1272709.0,1250262.0,99080,6
162,1236806.0,1249432.0,86454,6
163,1267423.0,1249292.0,104585,6
164,1218224.0,1250451.0,72358,6
165,1290661.0,1242108.0,120911,6
166,960430.0,1081341.0,0,6
167,1278527.0,1180405.0,98122,6
168,1188139.0,1249771.0,36490,6
169,1273154.0,1250026.0,59618,6
170,1224339.0,1249769.0,34188,6
171,1272746.0,1249230.0,57704,6
172,1242699.0,1249639.0,50764,6
173,1259774.0,1249664.0,60874,6
174,1218101.0,1250082.0,28893,6
175,1213515.0,1205112.0,37296,6
176,1263880.0,1249860.0,51316,6
177,1182186.0,1226250.0,7252,6
178,1100626.0,1067474.0,40404,6
179,1059954.0,1100358.0,0,6
180,1036812.0,1036812.0,0,6
181,619660.0,612408.0,7252,6
182,1244388.0,1249568.0,2072,6
183,1211892.0,1182515.0,31449,6
184,1315058.0,1249463.0,97044,6
185,1178993.0,1250478.0,25559,6
186,1254167.0,1249682.0,30044,6
187,1319314.0,1249188.0,100170,6
188,1165338.0,1248932.0,16576,6
189,1185838.0,1202414.0,0,6
190,1216884.0,1164048.0,52836,6
191,1333467.0,1249183.0,137120,6
192,1200164.0,1250130.0,87154,6
193,1270378.0,1249034.0,108498,6
194,1212900.0,1250060.0,71338,6
195,1278611.0,1249407.0,100542,6
196,1277864.0,1250260.0,128146,6
197,1160891.0,1249602.0,39435,6
198,1247687.0,1249826.0,37296,6
199,1322050.0,1249786.0,109560,6
200,1185392.0,1249010.0,45942,6
201,1266200.0,1250485.0,61657,6
202,1190801.0,1249350.0,3108,6
203,1317967.0,1232934.0,88141,6
204,1204878.0,1249507.0,43512,6
205,1286779.0,1249855.0,80436,6
206,1236144.0,1249426.0,67154,6
207,1274955.0,1250375.0,91734,6
208,1269035.0,1249303.0,111466,6
209,1213879.0,1249430.0,75915,6
210,1191653.0,1250521.0,17047,6
211,1336671.0,1249707.0,104011,6
212,1192067.0,1249221.0,46857,6
213,1212126.0,1238263.0,20720,6
214,1320100.0,1248802.0,92018,6
215,1178314.0,1250409.0,19923,6
216,1225350.0,1213438.0,31835,6
217,1235166.0,1249935.0,17066,6
218,1231424.0,1238130.0,10360,6
219,1181300.0,1191660.0,0,6
220,1014724.0,1014724.0,0,6
221,745503.0,745503.0,0,6
222,1213145.0,1212109.0,1036,6
223,775221.0,776257.0,0,6
224,854846.0,816514.0,38332,6
225,1269292.0,1250112.0,57512,6
226,1006268.0,1063780.0,0,6
227,848354.0,843174.0,5180,6
228,760870.0,766050.0,0,6
229,856206.0,845291.0,10915,6
230,1287811.0,1248998.0,49728,6
231,1275269.0,1245084.0,79913,6
232,1222592.0,1249309.0,53196,6
233,1280326.0,1249810.0,83712,6
234,1278343.0,1249886.0,112169,6
235,1207316.0,1249751.0,69734,6
236,1220302.0,1249384.0,40652,6
237,1281917.0,1249652.0,72917,6
238,1257289.0,1249999.0,80207,6
239,1258376.0,1249324.0,89259,6
240,1241004.0,1250367.0,79896,6
241,1246428.0,1249436.0,76888,6
242,1127058.0,1198766.0,5180,6
243,1230058.0,1205194.0,30044,6
244,1293686.0,1250520.0,73210,6
245,1074268.0,1147478.0,0,6
246,1316491.0,1240724.0,75767,6
247,1197956.0,1235185.0,38538,6
248,1256259.0,1249213.0,45584,6
249,1248559.0,1249768.0,44375,6
250,1293903.0,1250440.0,87838,6
251,1026397.0,1104911.0,9324,6
252,1281344.0,1227659.0,63009,6
253,1280300.0,1250197.0,93112,6
254,1212782.0,1249786.0,56108,6
255,1219398.0,1249211.0,26295,6
256,1182671.0,1167292.0,41674,6
257,1194946.0,1194015.0,42605,6
258,1230199.0,1250012.0,22792,6
259,1157092.0,1178848.0,1036,6
260,1214171.0,1192342.0,22865,6
261,1024485.0,1047350.0,0,6
262,1099496.0,1083071.0,16425,6
263,1233054.0,1229795.0,19684,6
264,1046579.0,1064191.0,2072,6
265,1226611.0,1228683.0,0,6
266,347223.0,347223.0,0,6
267,369614.0,369614.0,0,6
268,388080.0,388080.0,0,6
269,395432.0,395432.0,0,6
270,237943.0,237943.0,0,6
271,744918.0,729378.0,15540,6
272,1261321.0,1245268.0,31593,6
273,1236243.0,1213038.0,54798,6
274,1260039.0,1249219.0,65618,6
275,1198456.0,1216418.0,47656,6
276,1194997.0,1231257.0,11396,6
277,1288865.0,1249497.0,50764,6
278,1272429.0,1250150.0,73043,6
279,1193622.0,1250089.0,16576,6
280,1305869.0,1249304.0,73141,6
281,1277007.0,1249920.0,100228,6
282,1216876.0,1249741.0,67363,6
283,1251374.0,1249748.0,68989,6
284,1257632.0,1249650.0,76971,6
285,1316275.0,1249803.0,143443,6
