time,portPktIn,portPktOut,qSize,label
0,0.0,0.0,0,10
1,0.0,0.0,0,10
2,0.0,0.0,0,10
3,0.0,0.0,0,10
4,0.0,0.0,0,10
5,0.0,0.0,0,10
6,0.0,0.0,0,10
7,0.0,0.0,0,10
8,0.0,0.0,0,10
9,44497.0,44497.0,0,10
10,0.0,0.0,0,10
11,0.0,0.0,0,10
12,0.0,0.0,0,10
13,0.0,0.0,0,10
14,0.0,0.0,0,10
15,0.0,0.0,0,10
16,0.0,0.0,0,10
17,0.0,0.0,0,10
18,638176.0,638176.0,0,10
19,1249416.0,1249416.0,0,10
20,1250452.0,1250452.0,0,10
21,1181829.0,1181829.0,0,10
22,1154807.0,1154807.0,0,10
23,0.0,0.0,0,10
24,0.0,0.0,0,10
25,0.0,0.0,0,10
26,16525.0,16525.0,0,10
27,0.0,0.0,0,10
28,61202.0,61202.0,0,10
29,0.0,0.0,0,10
30,0.0,0.0,0,10
31,408184.0,408184.0,0,10
32,407086.0,407086.0,0,10
33,1100232.0,1100232.0,0,10
34,155029.0,155029.0,0,10
35,45999.0,45999.0,0,10
36,0.0,0.0,0,10
37,0.0,0.0,0,10
38,0.0,0.0,0,10
39,0.0,0.0,0,10
40,0.0,0.0,0,10
41,0.0,0.0,0,10
42,0.0,0.0,0,10
43,0.0,0.0,0,10
44,0.0,0.0,0,10
45,884744.0,884744.0,0,10
46,1249416.0,1249416.0,0,10
47,1249416.0,1249416.0,0,10
48,1250452.0,1250452.0,0,10
49,377182.0,377182.0,0,10
50,0.0,0.0,0,10
51,0.0,0.0,0,10
52,0.0,0.0,0,10
53,0.0,0.0,0,10
54,0.0,0.0,0,10
55,483812.0,483812.0,0,10
56,566387.0,566387.0,0,10
57,0.0,0.0,0,10
58,0.0,0.0,0,10
59,0.0,0.0,0,10
60,1141672.0,1141672.0,0,10
61,1250452.0,1250452.0,0,10
62,263571.0,263571.0,0,10
63,0.0,0.0,0,10
64,0.0,0.0,0,10
65,0.0,0.0,0,10
66,0.0,0.0,0,10
67,0.0,0.0,0,10
68,0.0,0.0,0,10
69,0.0,0.0,0,10
70,0.0,0.0,0,10
71,650608.0,650608.0,0,10
72,1261848.0,1249416.0,12432,10
73,1040545.0,1052977.0,0,10
74,1140636.0,1140636.0,0,10
75,1238020.0,1238020.0,0,10
76,1249416.0,1249416.0,0,10
77,1250452.0,1250452.0,0,10
78,1083998.0,1083998.0,0,10
79,0.0,0.0,0,10
80,0.0,0.0,0,10
81,0.0,0.0,0,10
82,0.0,0.0,0,10
83,0.0,0.0,0,10
84,0.0,0.0,0,10
85,0.0,0.0,0,10
86,31013.0,31013.0,0,10
87,28199.0,28199.0,0,10
88,26032.0,26032.0,0,10
89,0.0,0.0,0,10
90,0.0,0.0,0,10
91,0.0,0.0,0,10
92,0.0,0.0,0,10
93,0.0,0.0,0,10
94,0.0,0.0,0,10
95,0.0,0.0,0,10
96,0.0,0.0,0,10
97,1181040.0,1181040.0,0,10
98,1249416.0,1249416.0,0,10
99,1249416.0,1249416.0,0,10
100,1250452.0,1250452.0,0,10
101,1253560.0,1242164.0,11396,10
102,1249416.0,1246308.0,14504,10
103,1259776.0,1250452.0,23828,10
104,1248380.0,1249416.0,22792,10
105,1232840.0,1239056.0,16576,10
106,1235948.0,1240092.0,12432,10
107,1015865.0,1028297.0,0,10
108,1071224.0,1071224.0,0,10
109,1247344.0,1241128.0,6216,10
110,1257704.0,1249416.0,14504,10
111,1260812.0,1249416.0,25900,10
112,1233023.0,1249599.0,9324,10
113,1249416.0,1250452.0,8288,10
114,1250452.0,1249416.0,9324,10
115,1249198.0,1249198.0,9324,10
116,1249416.0,1250452.0,8288,10
117,1250452.0,1249416.0,9324,10
118,1249416.0,1249416.0,9324,10
119,1080747.0,1090071.0,0,10
120,1119916.0,1119916.0,0,10
121,845492.0,845492.0,0,10
122,0.0,0.0,0,10
123,0.0,0.0,0,10
124,764568.0,764568.0,0,10
125,1185933.0,1185933.0,0,10
126,0.0,0.0,0,10
127,0.0,0.0,0,10
128,0.0,0.0,0,10
129,0.0,0.0,0,10
130,0.0,0.0,0,10
131,0.0,0.0,0,10
132,0.0,0.0,0,10
133,68520.0,68520.0,0,10
134,0.0,0.0,0,10
135,0.0,0.0,0,10
136,0.0,0.0,0,10
137,0.0,0.0,0,10
138,0.0,0.0,0,10
139,0.0,0.0,0,10
140,47656.0,47656.0,0,10
141,1250452.0,1250452.0,0,10
142,630209.0,630209.0,0,10
143,42821.0,42821.0,0,10
144,0.0,0.0,0,10
145,0.0,0.0,0,10
146,0.0,0.0,0,10
147,0.0,0.0,0,10
148,106708.0,106708.0,0,10
149,1250452.0,1250452.0,0,10
150,1249416.0,1249416.0,0,10
151,1249416.0,1249416.0,0,10
152,1249416.0,1249416.0,0,10
153,1250452.0,1250452.0,0,10
