time,portPktIn,portPktOut,qSize,label
0,0.0,0.0,0,10
1,0.0,0.0,0,10
2,0.0,0.0,0,10
3,0.0,0.0,0,10
4,0.0,0.0,0,10
5,594577.0,594577.0,0,10
6,1249416.0,1249416.0,0,10
7,1184892.0,1184892.0,0,10
8,1247344.0,1247344.0,0,10
9,1249416.0,1249416.0,0,10
10,1249416.0,1249416.0,0,10
11,1249416.0,1249416.0,0,10
12,1250452.0,1250452.0,0,10
13,1249416.0,1249416.0,0,10
14,1249416.0,1249416.0,0,10
15,1250452.0,1250452.0,0,10
16,425915.0,425915.0,0,10
17,0.0,0.0,0,10
18,0.0,0.0,0,10
19,0.0,0.0,0,10
20,0.0,0.0,0,10
21,0.0,0.0,0,10
22,0.0,0.0,0,10
23,0.0,0.0,0,10
24,0.0,0.0,0,10
25,0.0,0.0,0,10
26,0.0,0.0,0,10
27,19684.0,19684.0,0,10
28,396176.0,396176.0,0,10
29,0.0,0.0,0,10
30,0.0,0.0,0,10
31,0.0,0.0,0,10
32,518684.0,518684.0,0,10
33,1249416.0,1249416.0,0,10
34,1249416.0,1249416.0,0,10
35,1250452.0,1250452.0,0,10
36,19631.0,19631.0,0,10
37,0.0,0.0,0,10
38,0.0,0.0,0,10
39,0.0,0.0,0,10
40,0.0,0.0,0,10
41,0.0,0.0,0,10
42,0.0,0.0,0,10
43,480704.0,480704.0,0,10
44,127104.0,127104.0,0,10
45,0.0,0.0,0,10
46,0.0,0.0,0,10
47,0.0,0.0,0,10
48,0.0,0.0,0,10
49,0.0,0.0,0,10
50,0.0,0.0,0,10
51,0.0,0.0,0,10
52,966588.0,966588.0,0,10
53,1249416.0,1249416.0,0,10
54,1250452.0,1250452.0,0,10
55,1249416.0,1249416.0,0,10
56,1249416.0,1249416.0,0,10
57,1249416.0,1249416.0,0,10
58,1250452.0,1250452.0,0,10
59,1249416.0,1249416.0,0,10
60,1249416.0,1249416.0,0,10
61,1250452.0,1250452.0,0,10
62,1249416.0,1249416.0,0,10
63,1249416.0,1249416.0,0,10
64,1249416.0,1249416.0,0,10
65,1275316.0,1250452.0,24864,10
66,1248380.0,1249416.0,23828,10
67,1248380.0,1249416.0,22792,10
68,1221444.0,1231804.0,12432,10
69,1116454.0,1127850.0,1036,10
70,1188292.0,1182076.0,7252,10
71,1229732.0,1223516.0,13468,10
72,1250452.0,1249416.0,14504,10
73,1249416.0,1249416.0,14504,10
74,1249416.0,1250452.0,13468,10
75,1242164.0,1244236.0,11396,10
76,1263920.0,1249416.0,25900,10
77,1250452.0,1250452.0,25900,10
78,1059372.0,1085272.0,0,10
79,1055684.0,1055684.0,0,10
80,1246308.0,1234912.0,11396,10
81,1252524.0,1248380.0,15540,10
82,1225588.0,1225588.0,15540,10
83,1231804.0,1238020.0,9324,10
84,1241128.0,1250452.0,0,10
85,1253560.0,1246308.0,7252,10
86,1160444.0,1167696.0,0,10
87,738668.0,738668.0,0,10
88,336175.0,336175.0,0,10
89,0.0,0.0,0,10
90,0.0,0.0,0,10
91,0.0,0.0,0,10
92,0.0,0.0,0,10
93,0.0,0.0,0,10
94,0.0,0.0,0,10
95,0.0,0.0,0,10
96,0.0,0.0,0,10
97,0.0,0.0,0,10
98,796684.0,796684.0,0,10
99,17906.0,17906.0,0,10
100,0.0,0.0,0,10
101,0.0,0.0,0,10
102,0.0,0.0,0,10
103,0.0,0.0,0,10
104,0.0,0.0,0,10
105,0.0,0.0,0,10
106,0.0,0.0,0,10
107,0.0,0.0,0,10
108,0.0,0.0,0,10
109,0.0,0.0,0,10
110,0.0,0.0,0,10
111,0.0,0.0,0,10
112,0.0,0.0,0,10
113,0.0,0.0,0,10
114,0.0,0.0,0,10
115,0.0,0.0,0,10
116,0.0,0.0,0,10
117,0.0,0.0,0,10
118,0.0,0.0,0,10
119,0.0,0.0,0,10
120,17981.0,17981.0,0,10
121,0.0,0.0,0,10
122,0.0,0.0,0,10
123,0.0,0.0,0,10
124,0.0,0.0,0,10
125,0.0,0.0,0,10
126,0.0,0.0,0,10
127,452732.0,452732.0,0,10
128,117885.0,117885.0,0,10
129,800828.0,800828.0,0,10
130,1249416.0,1249416.0,0,10
131,1254229.0,1250085.0,4144,10
132,1249416.0,1249416.0,4144,10
133,1250452.0,1250452.0,4144,10
134,1249416.0,1249416.0,4144,10
135,1249416.0,1249416.0,4144,10
136,1249416.0,1249416.0,4144,10
137,1250452.0,1250452.0,4144,10
138,1249416.0,1249416.0,4144,10
139,1249416.0,1249416.0,4144,10
140,1250452.0,1250452.0,4144,10
141,1249416.0,1249416.0,4144,10
142,1249416.0,1249416.0,4144,10
143,1249416.0,1249416.0,4144,10
144,1250452.0,1250452.0,4144,10
145,1249416.0,1249416.0,4144,10
146,1249416.0,1249416.0,4144,10
147,1249416.0,1249416.0,4144,10
