time,portPktIn,portPktOut,qSize,label
0,0.0,0.0,0,3
1,0.0,0.0,0,3
2,790468.0,790468.0,0,3
3,1084843.0,1084843.0,0,3
4,720020.0,720020.0,0,3
5,1249416.0,1249416.0,0,3
6,1250452.0,1250452.0,0,3
7,1249416.0,1249416.0,0,3
8,1249416.0,1249416.0,0,3
9,1249454.0,1249454.0,0,3
10,1250452.0,1250452.0,0,3
11,1249763.0,1249763.0,0,3
12,863451.0,863451.0,0,3
13,392858.0,392858.0,0,3
14,1250204.0,1250204.0,0,3
15,1250452.0,1249416.0,1036,3
16,1249805.0,1249805.0,1036,3
17,1249278.0,1249278.0,1036,3
18,1249416.0,1250452.0,0,3
19,1257466.0,1249178.0,8288,3
20,1077963.0,1086251.0,0,3
21,1163186.0,1150754.0,12432,3
22,1207398.0,1219830.0,0,3
23,1221333.0,1207865.0,13468,3
24,1236560.0,1250028.0,0,3
25,1262884.0,1248380.0,14504,3
26,1249416.0,1249416.0,14504,3
27,1249645.0,1249645.0,14504,3
28,1247276.0,1250384.0,11396,3
29,1262884.0,1249416.0,24864,3
30,1217116.0,1235764.0,6216,3
31,1248380.0,1247344.0,7252,3
32,1258740.0,1249416.0,16576,3
33,1257704.0,1250452.0,23828,3
34,1024268.0,1048096.0,0,3
35,1245272.0,1227660.0,17612,3
36,1242787.0,1250039.0,10360,3
37,1140226.0,1150586.0,0,3
38,1056246.0,1056246.0,0,3
39,1217014.0,1190078.0,26936,3
40,1262884.0,1249416.0,40404,3
41,1235636.0,1249104.0,26936,3
42,1243200.0,1246308.0,23828,3
43,1179105.0,1184285.0,18648,3
44,1238324.0,1248684.0,8288,3
45,1259419.0,1250095.0,17612,3
46,1242843.0,1250095.0,10360,3
47,1244339.0,1241231.0,13468,3
48,1236305.0,1228017.0,21756,3
49,1243200.0,1249416.0,15540,3
50,1236844.0,1244096.0,8288,3
51,1234361.0,1242649.0,0,3
52,931456.0,931456.0,0,3
53,1117762.0,1116726.0,1036,3
54,1173296.0,1172260.0,2072,3
55,1261912.0,1250516.0,13468,3
56,1244236.0,1249416.0,8288,3
57,1251488.0,1249416.0,10360,3
58,1251488.0,1249416.0,12432,3
59,1167840.0,1180272.0,0,3
60,51121.0,51121.0,0,3
61,0.0,0.0,0,3
62,176186.0,176186.0,0,3
63,0.0,0.0,0,3
64,66304.0,66304.0,0,3
65,1250452.0,1250452.0,0,3
66,1249416.0,1249416.0,0,3
67,1250297.0,1249261.0,1036,3
68,1249416.0,1250452.0,0,3
69,1262857.0,1249389.0,13468,3
70,1245272.0,1249416.0,9324,3
71,1230768.0,1230768.0,9324,3
72,1266435.0,1249859.0,25900,3
73,1244236.0,1249416.0,20720,3
74,1227660.0,1242164.0,6216,3
75,1288784.0,1249416.0,45584,3
76,1227728.0,1250520.0,22792,3
77,1231864.0,1234972.0,19684,3
78,1246132.0,1250276.0,15540,3
79,1264956.0,1249416.0,31080,3
80,1247797.0,1249869.0,29008,3
81,1200724.0,1213156.0,16576,3
82,1086862.0,1103438.0,0,3
83,1035736.0,1035736.0,0,3
84,901974.0,900938.0,1036,3
85,1073783.0,1073783.0,1036,3
86,1177864.0,1178900.0,0,3
87,1259323.0,1249999.0,9324,3
88,1253560.0,1249416.0,13468,3
89,1259776.0,1249416.0,23828,3
90,1268064.0,1249416.0,42476,3
91,1233988.0,1249528.0,26936,3
92,1265992.0,1250452.0,42476,3
93,1224552.0,1249416.0,17612,3
94,1239056.0,1243200.0,13468,3
95,1246187.0,1250331.0,9324,3
96,1227076.0,1236400.0,0,3
97,1251488.0,1220408.0,31080,3
98,1233876.0,1249416.0,15540,3
99,1269100.0,1250452.0,34188,3
100,1228696.0,1249416.0,13468,3
101,1271172.0,1249416.0,35224,3
102,1183961.0,1219185.0,0,3
103,1261848.0,1248380.0,13468,3
104,1281532.0,1247344.0,47656,3
105,1225381.0,1227453.0,45584,3
106,1240092.0,1250452.0,35224,3
107,1225588.0,1232840.0,27972,3
108,1245701.0,1248809.0,24864,3
109,1026922.0,1050750.0,1036,3
110,1298108.0,1241128.0,58016,3
111,1222480.0,1249416.0,31080,3
112,1222623.0,1249559.0,4144,3
113,981111.0,985255.0,0,3
114,1105412.0,1078476.0,26936,3
115,1237307.0,1249739.0,14504,3
116,1278236.0,1249228.0,43512,3
117,1241128.0,1250452.0,34188,3
118,1245272.0,1249416.0,30044,3
119,1085236.0,1115280.0,0,3
120,1065498.0,1064462.0,1036,3
121,1284526.0,1235834.0,49728,3
122,1225357.0,1250221.0,24864,3
123,1239201.0,1249561.0,14504,3
124,1252524.0,1249416.0,17612,3
125,1273244.0,1250452.0,40404,3
126,1245220.0,1249364.0,36260,3
127,1175289.0,1210513.0,1036,3
128,1271172.0,1249416.0,22792,3
129,1243200.0,1249416.0,16576,3
130,1247344.0,1241128.0,22792,3
131,1133181.0,1155973.0,0,3
132,1172488.0,1145552.0,26936,3
133,1254742.0,1249562.0,32116,3
134,1263500.0,1249416.0,46200,3
135,825203.0,871403.0,0,3
136,752136.0,752136.0,0,3
137,805287.0,805287.0,0,3
138,599844.0,599844.0,0,3
139,758522.0,758522.0,0,3
140,697326.0,697326.0,0,3
141,0.0,0.0,0,3
142,0.0,0.0,0,3
143,0.0,0.0,0,3
144,0.0,0.0,0,3
145,0.0,0.0,0,3
146,676508.0,676508.0,0,3
147,815046.0,815046.0,0,3
148,313908.0,313908.0,0,3
149,1008325.0,1008325.0,0,3
150,0.0,0.0,0,3
151,0.0,0.0,0,3
152,0.0,0.0,0,3
153,724164.0,724164.0,0,3
154,1252106.0,1248998.0,3108,3
155,450450.0,453558.0,0,3
156,0.0,0.0,0,3
157,0.0,0.0,0,3
158,4668.0,4668.0,0,3
159,0.0,0.0,0,3
160,174585.0,174585.0,0,3
161,0.0,0.0,0,3
162,0.0,0.0,0,3
163,0.0,0.0,0,3
164,827764.0,827764.0,0,3
165,1263920.0,1249416.0,14504,3
166,1248380.0,1249416.0,13468,3
167,880772.0,894240.0,0,3
168,1189328.0,1189328.0,0,3
169,1230453.0,1230453.0,0,3
