time,portPktIn,portPktOut,qSize,label
0,0.0,0.0,0,2
1,21099.0,21099.0,0,2
2,671395.0,671395.0,0,2
3,1264956.0,1249416.0,15540,2
4,936305.0,951845.0,0,2
5,962444.0,962444.0,0,2
6,1072260.0,1072260.0,0,2
7,1228383.0,1228383.0,0,2
8,1246308.0,1246308.0,0,2
9,1249416.0,1249416.0,0,2
10,1249416.0,1249416.0,0,2
11,1249846.0,1249846.0,0,2
12,1161442.0,1161442.0,0,2
13,1164464.0,1164464.0,0,2
14,1245569.0,1245569.0,0,2
15,1249416.0,1249416.0,0,2
16,1135927.0,1135927.0,0,2
17,420616.0,420616.0,0,2
18,1250452.0,1250452.0,0,2
19,346278.0,346278.0,0,2
20,76903.0,76903.0,0,2
21,0.0,0.0,0,2
22,0.0,0.0,0,2
23,0.0,0.0,0,2
24,0.0,0.0,0,2
25,0.0,0.0,0,2
26,0.0,0.0,0,2
27,228663.0,228663.0,0,2
28,1273611.0,1249783.0,23828,2
29,1251105.0,1249033.0,25900,2
30,831393.0,857293.0,0,2
31,658027.0,658027.0,0,2
32,693084.0,693084.0,0,2
33,808080.0,808080.0,0,2
34,961543.0,961543.0,0,2
35,1052434.0,1052434.0,0,2
36,1148924.0,1148924.0,0,2
37,1241128.0,1241128.0,0,2
38,1253790.0,1249646.0,4144,2
39,1249658.0,1249658.0,4144,2
40,1249416.0,1249416.0,4144,2
41,1249416.0,1249416.0,4144,2
42,1250452.0,1249416.0,5180,2
43,1249416.0,1250452.0,4144,2
44,1249416.0,1249416.0,4144,2
45,1249416.0,1249416.0,4144,2
46,1250452.0,1250452.0,4144,2
47,1258740.0,1249416.0,13468,2
48,1249416.0,1249416.0,13468,2
49,1194686.0,1208154.0,0,2
50,1191198.0,1191198.0,0,2
51,1248380.0,1248380.0,0,2
52,1263867.0,1250399.0,13468,2
53,1250196.0,1249160.0,14504,2
54,1248965.0,1250001.0,13468,2
55,1262363.0,1249931.0,25900,2
56,1242164.0,1249416.0,18648,2
57,1253942.0,1249798.0,22792,2
58,1229732.0,1242164.0,10360,2
59,1145304.0,1155664.0,0,2
60,636788.0,636788.0,0,2
61,607096.0,607096.0,0,2
62,1252235.0,1227371.0,24864,2
63,1186365.0,1211229.0,0,2
64,1067080.0,1067080.0,0,2
65,1236984.0,1233876.0,3108,2
66,1257872.0,1249584.0,11396,2
67,1262884.0,1249416.0,24864,2
68,1239433.0,1249793.0,14504,2
69,1247344.0,1249416.0,12432,2
70,1250452.0,1250452.0,12432,2
71,1258740.0,1249416.0,21756,2
72,1248154.0,1249190.0,20720,2
73,1251488.0,1250452.0,21756,2
74,1060912.0,1082668.0,0,2
75,1290856.0,1245272.0,45584,2
76,1206411.0,1248887.0,3108,2
77,897433.0,900541.0,0,2
78,838642.0,838642.0,0,2
79,704480.0,704480.0,0,2
80,818440.0,818440.0,0,2
81,1128046.0,1128046.0,0,2
82,861952.0,861952.0,0,2
83,804576.0,804576.0,0,2
84,0.0,0.0,0,2
85,0.0,0.0,0,2
86,0.0,0.0,0,2
87,43718.0,43718.0,0,2
88,353021.0,353021.0,0,2
89,1262884.0,1250452.0,12432,2
90,1044595.0,1057027.0,0,2
91,242079.0,242079.0,0,2
92,198912.0,198912.0,0,2
93,1262884.0,1249416.0,13468,2
94,1211797.0,1225265.0,0,2
95,667934.0,667934.0,0,2
96,792829.0,792829.0,0,2
97,1131312.0,1106448.0,24864,2
98,1249355.0,1249355.0,24864,2
99,807811.0,832675.0,0,2
100,493136.0,493136.0,0,2
101,859880.0,849520.0,10360,2
102,1245272.0,1246308.0,9324,2
103,674338.0,683662.0,0,2
