time,portPktIn,portPktOut,qSize,label
0,0.0,0.0,0,2
1,0.0,0.0,0,2
2,80184.0,80184.0,0,2
3,167045.0,167045.0,0,2
4,1970.0,1970.0,0,2
5,0.0,0.0,0,2
6,0.0,0.0,0,2
7,247604.0,247604.0,0,2
8,1248972.0,1248972.0,0,2
9,1182076.0,1182076.0,0,2
10,1249655.0,1249655.0,0,2
11,1250063.0,1249027.0,1036,2
12,1249416.0,1250452.0,0,2
13,1250452.0,1249416.0,1036,2
14,1249678.0,1249678.0,1036,2
15,1249416.0,1249416.0,1036,2
16,1249416.0,1249416.0,1036,2
17,1249416.0,1250452.0,0,2
18,1249872.0,1249872.0,0,2
19,1249416.0,1249416.0,0,2
20,1250452.0,1249416.0,1036,2
21,1257377.0,1250125.0,8288,2
22,1250452.0,1249416.0,9324,2
23,1249257.0,1249257.0,9324,2
24,1249416.0,1250452.0,8288,2
25,1250452.0,1249416.0,9324,2
26,1249416.0,1249416.0,9324,2
27,1249976.0,1249976.0,9324,2
28,1249255.0,1249255.0,9324,2
29,1244236.0,1250452.0,3108,2
30,1235587.0,1238695.0,0,2
31,1268064.0,1249416.0,18648,2
32,1224362.0,1232650.0,10360,2
33,957339.0,967699.0,0,2
34,830872.0,830872.0,0,2
35,943796.0,943796.0,0,2
36,1113700.0,1100232.0,13468,2
37,1249416.0,1249416.0,13468,2
38,1254596.0,1249416.0,18648,2
39,1252608.0,1249500.0,21756,2
40,1257924.0,1250672.0,29008,2
41,1246308.0,1249416.0,25900,2
42,1268064.0,1249416.0,44548,2
43,1260216.0,1249856.0,54908,2
44,1234912.0,1249416.0,40404,2
45,1235948.0,1249416.0,26936,2
46,1248380.0,1249416.0,25900,2
47,1258740.0,1249416.0,35224,2
48,1268920.0,1250272.0,53872,2
49,1211084.0,1243200.0,21756,2
50,1179970.0,1201726.0,0,2
51,1247907.0,1246871.0,1036,2
52,1289820.0,1249416.0,41440,2
53,1240092.0,1249416.0,32116,2
54,1152938.0,1180910.0,4144,2
55,1287748.0,1249416.0,42476,2
56,1237594.0,1250026.0,30044,2
57,1292928.0,1249416.0,73556,2
58,1221444.0,1249416.0,45584,2
59,1248380.0,1249416.0,44548,2
60,1243200.0,1250452.0,37296,2
61,1215833.0,1248985.0,4144,2
62,1264771.0,1238871.0,30044,2
63,1283604.0,1247344.0,66304,2
64,1237758.0,1249154.0,54908,2
65,1186985.0,1241893.0,0,2
66,1274280.0,1249416.0,24864,2
67,1287748.0,1249416.0,63196,2
68,1134443.0,1197639.0,0,2
69,1307447.0,1245287.0,62160,2
70,1195001.0,1244729.0,12432,2
71,1248380.0,1229732.0,31080,2
72,1260799.0,1249403.0,42476,2
73,1261848.0,1249416.0,54908,2
74,1227660.0,1249416.0,33152,2
75,1172993.0,1205109.0,1036,2
76,1078476.0,1063972.0,15540,2
77,1297072.0,1249416.0,63196,2
78,1249416.0,1249416.0,63196,2
79,1256965.0,1249713.0,70448,2
80,1118357.0,1188805.0,0,2
81,1292928.0,1231804.0,61124,2
82,1163979.0,1224067.0,1036,2
83,1273244.0,1201760.0,72520,2
84,1185534.0,1234226.0,23828,2
85,1255632.0,1249416.0,30044,2
86,1257704.0,1249416.0,38332,2
87,1234840.0,1245200.0,27972,2
88,1236984.0,1250452.0,14504,2
89,1263920.0,1249416.0,29008,2
90,1265992.0,1249416.0,45584,2
91,1216264.0,1245272.0,16576,2
92,1289820.0,1249416.0,56980,2
93,1200347.0,1210707.0,46620,2
94,1251026.0,1248954.0,48692,2
95,1257704.0,1250452.0,55944,2
96,1238020.0,1249416.0,44548,2
97,1224326.0,1248154.0,20720,2
98,1276352.0,1249416.0,47656,2
99,1172116.0,1218736.0,1036,2
100,1315720.0,1249416.0,67340,2
101,1204868.0,1249416.0,22792,2
102,1269100.0,1249416.0,42476,2
103,1226624.0,1246308.0,22792,2
104,1269100.0,1249416.0,42476,2
105,1219817.0,1249861.0,12432,2
106,1304324.0,1250452.0,66304,2
107,1169486.0,1234754.0,1036,2
108,1318828.0,1235948.0,83916,2
109,1217749.0,1248829.0,52836,2
110,1291892.0,1250452.0,94276,2
111,1245353.0,1249497.0,90132,2
112,1189328.0,1249416.0,30044,2
113,1277388.0,1249416.0,58016,2
114,1180866.0,1238882.0,0,2
115,1278424.0,1248380.0,30044,2
116,1288784.0,1249416.0,69412,2
117,1226624.0,1249416.0,46620,2
118,1223160.0,1250096.0,19684,2
119,1287083.0,1249787.0,56980,2
120,1195392.0,1245120.0,7252,2
121,1284807.0,1249583.0,42476,2
122,1220408.0,1249416.0,13468,2
123,1205784.0,1219252.0,0,2
124,1281532.0,1225588.0,55944,2
125,1136848.0,1192792.0,0,2
126,1267028.0,1249416.0,17612,2
127,1149204.0,1165780.0,1036,2
128,1268064.0,1238020.0,31080,2
129,1241128.0,1249416.0,22792,2
130,1257151.0,1249899.0,30044,2
131,1251929.0,1249857.0,32116,2
132,1233735.0,1249275.0,16576,2
133,1277486.0,1249514.0,44548,2
134,1257704.0,1249416.0,52836,2
135,1222480.0,1250452.0,24864,2
136,1270393.0,1249673.0,45584,2
137,1220408.0,1249416.0,16576,2
138,1272208.0,1249416.0,39368,2
139,1224552.0,1250452.0,13468,2
140,1298108.0,1249416.0,62160,2
141,1235496.0,1239640.0,58016,2
142,1231804.0,1250452.0,39368,2
143,1205436.0,1242732.0,2072,2
144,1253640.0,1238100.0,17612,2
145,1271172.0,1249416.0,39368,2
146,1221444.0,1250452.0,10360,2
147,1285676.0,1249416.0,46620,2
148,1286064.0,1249416.0,83268,2
149,1186220.0,1249804.0,19684,2
150,1299547.0,1249819.0,69412,2
151,1207475.0,1249951.0,26936,2
152,1285676.0,1249416.0,63196,2
153,1186225.0,1241133.0,8288,2
154,1246816.0,1249924.0,5180,2
155,1254181.0,1246929.0,12432,2
156,1320900.0,1249416.0,83916,2
157,1217300.0,1249416.0,51800,2
158,1252524.0,1246308.0,58016,2
159,1213156.0,1250452.0,20720,2
160,1258987.0,1249663.0,30044,2
161,1274280.0,1249416.0,54908,2
162,1249860.0,1249860.0,54908,2
163,1217800.0,1249916.0,22792,2
164,1253560.0,1249416.0,26936,2
165,1242164.0,1249416.0,19684,2
166,1313648.0,1249416.0,83916,2
167,1204370.0,1249954.0,38332,2
168,1220408.0,1250452.0,8288,2
169,1201711.0,1209999.0,0,2
170,1244236.0,1194508.0,49728,2
171,1201760.0,1249416.0,2072,2
172,1267979.0,1249331.0,20720,2
173,1271172.0,1250452.0,41440,2
174,1238020.0,1249416.0,30044,2
175,1247615.0,1249687.0,27972,2
176,1232840.0,1249416.0,11396,2
177,1298166.0,1249474.0,60088,2
178,1081162.0,1139178.0,2072,2
179,1207523.0,1209595.0,0,2
180,1174203.0,1126132.0,48071,2
181,1227660.0,1249831.0,25900,2
182,1260768.0,1249416.0,37252,2
183,1236799.0,1241935.0,32116,2
184,1230768.0,1250452.0,12432,2
185,1199632.0,1212064.0,0,2
186,1193472.0,1175860.0,17612,2
187,1278726.0,1249718.0,46620,2
188,1203349.0,1207493.0,42476,2
