time,portPktIn,portPktOut,qSize,label
0,231490.0,231490.0,0,4
1,57850.0,57850.0,0,4
2,253126.0,253126.0,0,4
3,1172143.0,1163746.0,8397,4
4,1240563.0,1240672.0,8288,4
5,405200.0,413488.0,0,4
6,381474.0,381474.0,0,4
7,123905.0,123905.0,0,4
8,129773.0,129773.0,0,4
9,373931.0,373931.0,0,4
10,746439.0,745403.0,1036,4
11,1145230.0,1146266.0,0,4
12,241616.0,241616.0,0,4
13,920408.0,875184.0,45224,4
14,1238448.0,1249417.0,34255,4
15,1220898.0,1249973.0,5180,4
16,1277309.0,1249337.0,33152,4
17,1228493.0,1250249.0,11396,4
18,1249931.0,1248895.0,12432,4
19,1288282.0,1250365.0,50349,4
20,1212134.0,1249015.0,13468,4
21,1180995.0,1117516.0,76947,4
22,1086133.0,1163080.0,0,4
23,586645.0,586645.0,0,4
24,1195240.0,1190060.0,5180,4
25,935305.0,940485.0,0,4
26,454576.0,454576.0,0,4
27,1257283.0,1248995.0,8288,4
28,1268878.0,1250230.0,26936,4
29,1219056.0,1245992.0,0,4
30,157974.0,157974.0,0,4
31,227183.0,227183.0,0,4
32,163820.0,163820.0,0,4
33,238941.0,237905.0,1036,4
34,318280.0,319316.0,0,4
35,364226.0,364226.0,0,4
36,566178.0,566178.0,0,4
37,1225568.0,1225568.0,0,4
38,1163173.0,1163173.0,0,4
39,1194831.0,1186543.0,8288,4
40,932346.0,940634.0,0,4
41,90614.0,90614.0,0,4
42,140913.0,140913.0,0,4
43,75888.0,75888.0,0,4
44,780949.0,780949.0,0,4
45,668766.0,668766.0,0,4
46,105678.0,105678.0,0,4
47,1236515.0,1210615.0,25900,4
48,1133264.0,1159164.0,0,4
49,402804.0,402804.0,0,4
50,171953.0,171953.0,0,4
51,92596.0,92596.0,0,4
52,370112.0,354572.0,15540,4
53,125729.0,141269.0,0,4
54,333485.0,318981.0,14504,4
55,1249259.0,1249259.0,14504,4
56,467173.0,481677.0,0,4
57,488507.0,487471.0,1036,4
58,1249853.0,1249853.0,1036,4
59,692073.0,693109.0,0,4
60,113800.0,113800.0,0,4
61,181845.0,181845.0,0,4
62,170323.0,170323.0,0,4
63,1096376.0,1092232.0,4144,4
64,124910.0,129054.0,0,4
65,275806.0,275806.0,0,4
66,204789.0,204789.0,0,4
67,97521.0,97521.0,0,4
68,407913.0,407913.0,0,4
69,1100584.0,1084008.0,16576,4
70,1248636.0,1241384.0,23828,4
71,1261075.0,1249679.0,35224,4
72,761411.0,794563.0,2072,4
73,307056.0,309128.0,0,4
74,79417.0,79417.0,0,4
75,712760.0,711724.0,1036,4
76,927498.0,928534.0,0,4
77,53160.0,53160.0,0,4
78,147448.0,147448.0,0,4
79,1191889.0,1186709.0,5180,4
80,648224.0,653404.0,0,4
81,207784.0,207784.0,0,4
82,768722.0,768722.0,0,4
83,1120873.0,1120873.0,0,4
84,1120602.0,1120602.0,0,4
85,121011.0,121011.0,0,4
86,899288.0,899288.0,0,4
87,1084846.0,1084846.0,0,4
88,161076.0,161076.0,0,4
89,928339.0,924195.0,4144,4
90,1242589.0,1231933.0,14800,4
91,273258.0,288058.0,0,4
92,232806.0,232806.0,0,4
93,396755.0,396755.0,0,4
94,443118.0,443118.0,0,4
95,1167817.0,1150395.0,17422,4
96,1244367.0,1249357.0,12432,4
