time,portPktIn,portPktOut,qSize,label
0,298362.0,298362.0,0,6
1,380938.0,380938.0,0,6
2,270456.0,270456.0,0,6
3,809116.0,809116.0,0,6
4,285803.0,282695.0,3108,6
5,536407.0,539515.0,0,6
6,458242.0,458242.0,0,6
7,480483.0,480483.0,0,6
8,705429.0,689889.0,15540,6
9,1236663.0,1243998.0,8205,6
10,1132574.0,1119023.0,21756,6
11,1237000.0,1249432.0,9324,6
12,1272919.0,1248055.0,34188,6
13,1158367.0,1192555.0,0,6
14,1226444.0,1202616.0,23828,6
15,1250537.0,1249501.0,24864,6
16,1234772.0,1220744.0,38892,6
17,1223630.0,1250090.0,12432,6
18,1023756.0,1036188.0,0,6
19,922815.0,922815.0,0,6
20,614018.0,612982.0,1036,6
21,1284162.0,1249960.0,35238,6
22,1255520.0,1244893.0,45865,6
23,1318250.0,1249637.0,114478,6
24,1142808.0,1245890.0,11396,6
25,1150239.0,1138843.0,22792,6
26,1012410.0,992903.0,42299,6
27,1332481.0,1249380.0,125400,6
28,1189311.0,1250115.0,64596,6
29,1214844.0,1249409.0,30031,6
30,1297703.0,1250065.0,77669,6
31,1206382.0,1247791.0,36260,6
32,1234443.0,1249983.0,20720,6
33,1284207.0,1250191.0,54736,6
34,1180065.0,1233765.0,1036,6
35,1203294.0,1198114.0,6216,6
36,1314336.0,1249942.0,70610,6
37,1237906.0,1249250.0,59266,6
38,1070235.0,1129501.0,0,6
39,1054579.0,1004102.0,50477,6
40,908734.0,959211.0,0,6
41,656787.0,634169.0,22618,6
42,1131995.0,1154613.0,0,6
43,1276510.0,1247502.0,29008,6
44,1250559.0,1249523.0,30044,6
45,1270407.0,1249622.0,50829,6
46,1285524.0,1248967.0,87386,6
47,1183448.0,1241686.0,29148,6
48,1137448.0,1144840.0,21756,6
49,1189082.0,1209802.0,1036,6
50,1286238.0,1241690.0,45584,6
51,1254953.0,1249773.0,50764,6
52,1254202.0,1245665.0,59301,6
53,1216170.0,1249571.0,25900,6
54,1207599.0,1220031.0,13468,6
55,1258189.0,1248865.0,22792,6
56,1128756.0,1151548.0,0,6
57,1265282.0,1219398.0,45884,6
58,1258148.0,1249761.0,54271,6
59,1208590.0,1219349.0,43512,6
60,467732.0,511244.0,0,6
61,266988.0,266988.0,0,6
62,443114.0,443114.0,0,6
63,1067569.0,1066533.0,1036,6
64,1277842.0,1250392.0,28486,6
65,806304.0,834790.0,0,6
66,757098.0,697010.0,60088,6
67,1199918.0,1249646.0,10360,6
68,1247148.0,1236232.0,21276,6
69,1096168.0,1117444.0,0,6
70,286114.0,286114.0,0,6
71,337508.0,330533.0,6975,6
72,1264586.0,1248769.0,22792,6
73,1261006.0,1249610.0,34188,6
74,1206949.0,1239065.0,2072,6
75,1222917.0,1189768.0,35221,6
76,1227348.0,1250137.0,12432,6
77,1216195.0,1226555.0,2072,6
78,329527.0,331599.0,0,6
79,185871.0,185871.0,0,6
