time,portPktIn,portPktOut,qSize,label
0,223776.0,223776.0,0,9
1,1249416.0,1249416.0,0,9
2,1249416.0,1249416.0,0,9
3,1250452.0,1250452.0,0,9
4,526645.0,526645.0,0,9
5,0.0,0.0,0,9
6,0.0,0.0,0,9
7,0.0,0.0,0,9
8,0.0,0.0,0,9
9,0.0,0.0,0,9
10,0.0,0.0,0,9
11,0.0,0.0,0,9
12,0.0,0.0,0,9
13,388500.0,388500.0,0,9
14,1249416.0,1249416.0,0,9
15,1259776.0,1250452.0,9324,9
16,1264956.0,1249416.0,24864,9
17,1245272.0,1249416.0,20720,9
18,1230768.0,1250452.0,1036,9
19,1238020.0,1229732.0,9324,9
20,1230768.0,1234912.0,5180,9
21,1245272.0,1232840.0,17612,9
22,1235948.0,1248380.0,5180,9
23,1243200.0,1240092.0,8288,9
24,1240092.0,1227660.0,20720,9
25,1252524.0,1247344.0,25900,9
26,1230768.0,1250452.0,6216,9
27,1263920.0,1249416.0,20720,9
28,1241128.0,1248380.0,13468,9
29,1248380.0,1250452.0,11396,9
30,1253560.0,1249416.0,15540,9
31,1250452.0,1249416.0,16576,9
32,1245272.0,1247344.0,14504,9
33,1246308.0,1246308.0,14504,9
34,1257704.0,1248380.0,23828,9
35,1248380.0,1249416.0,22792,9
36,1230728.0,1249376.0,4144,9
37,1248380.0,1249416.0,3108,9
38,1261848.0,1243200.0,21756,9
39,1241128.0,1250452.0,12432,9
40,1255632.0,1249416.0,18648,9
41,1234912.0,1249416.0,4144,9
42,1261848.0,1249416.0,16576,9
43,1235948.0,1250452.0,2072,9
44,1097117.0,1099189.0,0,9
45,929292.0,929292.0,0,9
46,970188.0,970188.0,0,9
47,752136.0,752136.0,0,9
48,866096.0,866096.0,0,9
49,979020.0,979020.0,0,9
50,474088.0,474088.0,0,9
51,0.0,0.0,0,9
52,0.0,0.0,0,9
53,0.0,0.0,0,9
54,0.0,0.0,0,9
55,0.0,0.0,0,9
56,0.0,0.0,0,9
57,0.0,0.0,0,9
58,0.0,0.0,0,9
59,0.0,0.0,0,9
60,0.0,0.0,0,9
61,2460.0,2460.0,0,9
62,0.0,0.0,0,9
63,0.0,0.0,0,9
64,0.0,0.0,0,9
65,0.0,0.0,0,9
66,0.0,0.0,0,9
67,0.0,0.0,0,9
68,329448.0,329448.0,0,9
69,359670.0,359670.0,0,9
70,0.0,0.0,0,9
71,0.0,0.0,0,9
72,0.0,0.0,0,9
73,467236.0,467236.0,0,9
74,1249416.0,1249416.0,0,9
75,1250452.0,1250452.0,0,9
76,1249416.0,1249416.0,0,9
77,1249416.0,1249416.0,0,9
78,1249416.0,1249416.0,0,9
79,1250452.0,1250452.0,0,9
80,1249416.0,1249416.0,0,9
81,1249416.0,1249416.0,0,9
82,1243200.0,1243200.0,0,9
83,864494.0,864494.0,0,9
84,912842.0,912842.0,0,9
85,0.0,0.0,0,9
86,0.0,0.0,0,9
87,0.0,0.0,0,9
88,0.0,0.0,0,9
89,0.0,0.0,0,9
90,0.0,0.0,0,9
91,0.0,0.0,0,9
92,0.0,0.0,0,9
93,0.0,0.0,0,9
94,0.0,0.0,0,9
95,0.0,0.0,0,9
96,0.0,0.0,0,9
97,0.0,0.0,0,9
98,0.0,0.0,0,9
99,0.0,0.0,0,9
100,0.0,0.0,0,9
