time,portPktIn,portPktOut,qSize,label
0,80808.0,80808.0,0,1
1,829778.0,829778.0,0,1
2,1109556.0,1109556.0,0,1
3,872503.0,872503.0,0,1
4,0.0,0.0,0,1
5,0.0,0.0,0,1
6,0.0,0.0,0,1
7,427868.0,427868.0,0,1
8,1254630.0,1250486.0,4144,1
9,1234055.0,1238199.0,0,1
10,1253032.0,1248888.0,4144,1
11,1249416.0,1249416.0,4144,1
12,1249416.0,1249416.0,4144,1
13,1250452.0,1249416.0,5180,1
14,1161563.0,1166743.0,0,1
15,62457.0,62457.0,0,1
16,0.0,0.0,0,1
17,0.0,0.0,0,1
18,0.0,0.0,0,1
19,0.0,0.0,0,1
20,0.0,0.0,0,1
21,0.0,0.0,0,1
22,0.0,0.0,0,1
23,12945.0,12945.0,0,1
24,18496.0,18496.0,0,1
25,0.0,0.0,0,1
26,4298.0,4298.0,0,1
27,738668.0,738668.0,0,1
28,1249416.0,1249416.0,0,1
29,1250452.0,1250452.0,0,1
30,1249416.0,1249416.0,0,1
31,1250040.0,1250040.0,0,1
32,1250452.0,1249416.0,1036,1
33,1249164.0,1249164.0,1036,1
34,1249416.0,1250452.0,0,1
35,1250097.0,1249061.0,1036,1
36,1263920.0,1250452.0,14504,1
37,1201824.0,1202860.0,13468,1
38,1250404.0,1249368.0,14504,1
39,1245272.0,1250452.0,9324,1
40,1249416.0,1249416.0,9324,1
41,1252678.0,1249570.0,12432,1
42,1215228.0,1224552.0,3108,1
43,1263920.0,1249416.0,17612,1
44,1249416.0,1249416.0,17612,1
45,1248380.0,1250452.0,15540,1
46,1277388.0,1249416.0,43512,1
47,1236728.0,1250196.0,30044,1
48,1248380.0,1249416.0,29008,1
49,1240092.0,1249416.0,19684,1
50,1261848.0,1249416.0,32116,1
51,1236984.0,1250452.0,18648,1
52,1272208.0,1248380.0,42476,1
53,1113511.0,1155987.0,0,1
54,1250452.0,1233876.0,16576,1
55,1256009.0,1249793.0,22792,1
56,1229990.0,1247602.0,5180,1
57,1210339.0,1215519.0,0,1
58,1145357.0,1099773.0,45584,1
59,1229095.0,1248779.0,25900,1
60,1251488.0,1250452.0,26936,1
61,1243200.0,1249416.0,20720,1
62,1101141.0,1121861.0,0,1
63,1092303.0,1060187.0,32116,1
64,938846.0,970962.0,0,1
65,870240.0,870240.0,0,1
66,1098160.0,1098160.0,0,1
67,1159206.0,1159206.0,0,1
68,780108.0,780108.0,0,1
69,1128204.0,1113700.0,14504,1
70,1259508.0,1250184.0,23828,1
71,1244236.0,1249416.0,18648,1
72,1251488.0,1249416.0,20720,1
73,1205973.0,1219441.0,7252,1
74,1254596.0,1250452.0,11396,1
75,1233876.0,1241128.0,4144,1
76,1249053.0,1250089.0,3108,1
77,1257704.0,1241128.0,19684,1
78,1264956.0,1249416.0,35224,1
79,1215753.0,1248905.0,2072,1
80,1252524.0,1236984.0,17612,1
81,1279460.0,1250452.0,46620,1
82,1234982.0,1248794.0,32808,1
83,1219627.0,1250363.0,2072,1
84,1276629.0,1249693.0,29008,1
85,1238490.0,1249886.0,17612,1
86,1219459.0,1237071.0,0,1
87,1245272.0,1240092.0,5180,1
88,1268064.0,1249416.0,23828,1
89,1238980.0,1249340.0,13468,1
90,1241798.0,1250086.0,5180,1
91,976602.0,981782.0,0,1
92,1098160.0,1098160.0,0,1
93,1003320.0,1003320.0,0,1
94,775964.0,775964.0,0,1
95,890960.0,890960.0,0,1
96,1003884.0,1003884.0,0,1
97,570522.0,570522.0,0,1
98,63323.0,63323.0,0,1
99,0.0,0.0,0,1
100,0.0,0.0,0,1
101,92841.0,92841.0,0,1
102,519036.0,503496.0,15540,1
103,1250452.0,1249416.0,16576,1
104,1211958.0,1228534.0,0,1
105,1249416.0,1249416.0,0,1
106,1249416.0,1249416.0,0,1
107,941990.0,941990.0,0,1
108,0.0,0.0,0,1
109,0.0,0.0,0,1
110,0.0,0.0,0,1
111,0.0,0.0,0,1
112,24438.0,24438.0,0,1
113,0.0,0.0,0,1
114,0.0,0.0,0,1
115,0.0,0.0,0,1
116,38944.0,38944.0,0,1
117,61769.0,61769.0,0,1
118,589484.0,589484.0,0,1
119,794034.0,794034.0,0,1
120,0.0,0.0,0,1
121,0.0,0.0,0,1
122,0.0,0.0,0,1
123,0.0,0.0,0,1
124,0.0,0.0,0,1
125,57269.0,57269.0,0,1
126,277425.0,277425.0,0,1
127,71964.0,71964.0,0,1
128,327177.0,327177.0,0,1
129,0.0,0.0,0,1
130,322486.0,322486.0,0,1
131,592783.0,592783.0,0,1
132,191952.0,191952.0,0,1
133,0.0,0.0,0,1
134,0.0,0.0,0,1
135,0.0,0.0,0,1
136,40404.0,40404.0,0,1
137,1250452.0,1250452.0,0,1
138,1264956.0,1249416.0,15540,1
139,1248035.0,1249071.0,14504,1
140,1261848.0,1249416.0,26936,1
141,1230768.0,1244236.0,13468,1
142,1023166.0,1029382.0,7252,1
143,891017.0,898269.0,0,1
144,1106104.0,1106104.0,0,1
145,1145816.0,1145816.0,0,1
146,1262884.0,1249416.0,13468,1
147,1065667.0,1079135.0,0,1
148,1275316.0,1249416.0,25900,1
149,1250095.0,1249059.0,26936,1
150,1213156.0,1240092.0,0,1
151,1248487.0,1248487.0,0,1
152,623005.0,623005.0,0,1
153,721269.0,721269.0,0,1
154,919639.0,906171.0,13468,1
155,1257806.0,1249518.0,21756,1
156,1248954.0,1249990.0,20720,1
157,1245649.0,1249793.0,16576,1
158,1085464.0,1101004.0,1036,1
159,908572.0,909608.0,0,1
160,1130268.0,1130268.0,0,1
161,1235948.0,1227660.0,8288,1
162,1246308.0,1249416.0,5180,1
163,1258740.0,1250452.0,13468,1
164,1261848.0,1249416.0,25900,1
165,1240499.0,1249823.0,16576,1
166,1248380.0,1249416.0,15540,1
167,1244236.0,1235948.0,23828,1
168,1250452.0,1249416.0,24864,1
169,1250452.0,1249416.0,25900,1
170,1234158.0,1249698.0,10360,1
171,1277388.0,1249416.0,38332,1
172,1206940.0,1244236.0,1036,1
173,1272208.0,1246308.0,26936,1
174,1236399.0,1246759.0,16576,1
175,1194260.0,1192188.0,18648,1
176,1281532.0,1249416.0,50764,1
177,1240092.0,1249416.0,41440,1
178,1248380.0,1250452.0,39368,1
179,1233088.0,1249664.0,22792,1
180,1277388.0,1249416.0,50764,1
181,1198150.0,1247878.0,1036,1
182,1260812.0,1249416.0,12432,1
183,1289820.0,1250452.0,51800,1
184,1218037.0,1249117.0,20720,1
185,1259776.0,1249416.0,31080,1
186,1234169.0,1249709.0,15540,1
187,1272208.0,1250452.0,37296,1
188,1210250.0,1247546.0,0,1
189,1210571.0,1190887.0,19684,1
190,1252226.0,1250154.0,21756,1
191,1279703.0,1249416.0,52043,1
192,1194829.0,1233404.0,13468,1
193,1245272.0,1249416.0,9324,1
